kegiatan,運ぶ,はこぶ,,hakobu,membawa,carry,verb
kegiatan,飲み込む,のみこむ,,nomikomu,menelan,swallow,verb
kegiatan,掃除する,そうじする,,souji suru,membersihkan,clean,verb
kegiatan,料理する,りょうりする,,ryouri suru,memasak,cook,verb
kegiatan,練習する,れんしゅうする,,renshuu suru,berlatih,practice,verb
kegiatan,勉強する,べんきょうする,,benkyou suru,belajar,study,verb
kegiatan,説明する,せつめいする,,setsumei suru,menjelaskan,explain,verb
kegiatan,紹介する,しょうかいする,,shoukai suru,memperkenalkan,introduce,verb
kegiatan,約束する,やくそくする,,yakusoku suru,berjanji,promise,verb
kegiatan,相談する,そうだんする,,soudan suru,berdiskusi,consult,verb
kegiatan,準備する,じゅんびする,,junbi suru,mempersiapkan,prepare,verb
kegiatan,運転する,うんてんする,,unten suru,menyetir,drive,verb
kegiatan,旅行する,りょこうする,,ryokou suru,bepergian,travel,verb
kegiatan,登録する,とうろくする,,touroku suru,mendaftar,register,verb
kegiatan,予約する,よやくする,,yoyaku suru,memesan,reserve,verb
kegiatan,確認する,かくにんする,,kakunin suru,memastikan,confirm,verb
kegiatan,反対する,はんたいする,,hantai suru,menolak/object,oppose,verb
kegiatan,賛成する,さんせいする,,sansei suru,menyetujui,agree,verb
kegiatan,発表する,はっぴょうする,,happyou suru,mempresentasikan,present,verb
kegiatan,見学する,けんがくする,,kengaku suru,melihat-lihat secara edukatif,observe study,verb
kegiatan,参加する,さんかする,,sanka suru,berpartisipasi,participate,verb
kegiatan,使用する,しようする,,shiyou suru,menggunakan,use,verb
kegiatan,注意する,ちゅういする,,chuui suru,memperingatkan,warn,verb
kegiatan,報告する,ほうこくする,,houkoku suru,melaporkan,report,verb
kegiatan,到着する,とうちゃくする,,touchaku suru,tiba,arrive,verb
kegiatan,出発する,しゅっぱつする,,shuppatsu suru,berangkat,depart,verb
kegiatan,輸入する,ゆにゅうする,,yunyuu suru,mengimpor,import,verb
kegiatan,輸出する,ゆしゅつする,,yushutsu suru,mengekspor,export,verb
kegiatan,発見する,はっけんする,,hakken suru,menemukan,discover,verb
kegiatan,発明する,はつめいする,,hatsumei suru,menciptakan,invent,verb
kegiatan,経験する,けいけんする,,keiken suru,mengalami,experience,verb
kegiatan,緊張する,きんちょうする,,kinchou suru,tegang,nervous,verb
kegiatan,努力する,どりょくする,,doryoku suru,berusaha,make effort,verb
kegiatan,競争する,きょうそうする,,kyousou suru,bersaing,compete,verb
kegiatan,成長する,せいちょうする,,seichou suru,bertumbuh,grow,verb
kegiatan,変化する,へんかする,,henka suru,berubah,change,verb
kegiatan,研究する,けんきゅうする,,kenkyuu suru,meneliti,research,verb
kegiatan,整理する,せいりする,,seiri suru,merapikan,organize,verb
kegiatan,提出する,ていしゅつする,,teishutsu suru,mengumpulkan (tugas),submit,verb
kegiatan,発音する,はつおんする,,hatsuon suru,melafalkan,pronounce,verb
kegiatan,通訳する,つうやくする,,tsuuyaku suru,menjadi penerjemah lisan,interpret,verb
kegiatan,翻訳する,ほんやくする,,honyaku suru,menerjemahkan (tulisan),translate,verb
kegiatan,掃除機をかける,そうじきをかける,,soujiki wo kakeru,menyedot debu,vacuum,verb
kegiatan,電話する,でんわする,,denwa suru,menelpon,call,verb
kegiatan,返信する,へんしんする,,henshin suru,membalas pesan,reply,verb
kegiatan,保存する,ほぞんする,,hozon suru,menyimpan,save,verb
kegiatan,記録する,きろくする,,kiroku suru,mencatat,record,verb
kegiatan,停止する,ていしする,,teishi suru,mematikan/stop,stop,verb
kegiatan,比較する,ひかくする,,hikaku suru,membandingkan,compare,verb
kegiatan,出席する,しゅっせきする,,shusseki suru,hadir,attend,verb
kegiatan,欠席する,けっせきする,,kesseki suru,tidak hadir,absent,verb
kegiatan,応援する,おうえんする,,ouen suru,menyemangati,support,verb
kegiatan,感謝する,かんしゃする,,kansha suru,berterima kasih,thank,verb
kegiatan,謝る,あやまる,,ayamaru,meminta maaf,apologize,verb
kegiatan,案内する,あんないする,,annai suru,memandu,guide,verb
kegiatan,紹介する,しょうかいする,,shoukai suru,memperkenalkan,introduce,verb
kegiatan,観光する,かんこうする,,kankou suru,berwisata,sightsee,verb
kegiatan,登る,のぼる,,noboru,memanjat,climb,verb
kegiatan,配る,くばる,,kubaru,membagikan,distribute,verb
kegiatan,断る,ことわる,,kotowaru,menolak,decline,verb
kegiatan,許す,ゆるす,,yurusu,mengizinkan,allow,verb
kegiatan,届ける,とどける,,todokeru,mengantarkan,deliver,verb
kegiatan,盗む,ぬすむ,,nusumu,mencuri,steal,verb
kegiatan,騙す,だます,,damasu,menipu,deceive,verb
kegiatan,驚く,おどろく,,odoroku,terkejut,be surprised,verb
kegiatan,見送る,みおくる,,miokuru,mengantar (melepas),see off,verb
kegiatan,祝う,いわう,,iwau,merayakan,celebrate,verb
kegiatan,投げる,なげる,,nageru,melempar,throw,verb
kegiatan,拾う,ひろう,,hirou,memungut,pick up,verb
kegiatan,壊す,こわす,,kowasu,merusak,destroy,verb
kegiatan,直す,なおす,,naosu,memperbaiki,fix,verb
kegiatan,治す,なおす,,naosu,menyembuhkan,heal,verb
kegiatan,守る,まもる,,mamoru,melindungi,protect,verb
kegiatan,残す,のこす,,nokosu,menyisakan,leave behind,verb
kegiatan,預ける,あずける,,azukeru,menitipkan,deposit,verb
kegiatan,預かる,あずかる,,azukaru,menitipi (menerima titipan),keep for someone,verb
kegiatan,破る,やぶる,,yaburu,merobek,tear,verb
kegiatan,折る,おる,,oru,mematahkan,break,verb
kegiatan,見つける,みつける,,mitsukeru,menemukan,find,verb
kegiatan,逃げる,にげる,,nigeru,melarikan diri,escape,verb
kegiatan,捕まえる,つかまえる,,tsukamaeru,menangkap,catch,verb
kegiatan,追いかける,おいかける,,oikakeru,mengikuti/mengejar,chase,verb
kegiatan,隠す,かくす,,kakusu,menyembunyikan,hide,verb
kegiatan,隠れる,かくれる,,kakureru,bersembunyi,hide oneself,verb
kegiatan,燃やす,もやす,,moyasu,membakar,burn,verb
kegiatan,乾かす,かわかす,,kawakasu,mengeringkan,dry,verb
kegiatan,冷やす,ひやす,,hiyasu,mendinginkan,cool,verb
kegiatan,温める,あたためる,,atatameru,menghangatkan,warm,verb
kegiatan,腐る,くさる,,kusaru,membusuk,rot,verb
kegiatan,驚かす,おどろかす,,odorokasu,mengejutkan,surprise,verb
kegiatan,運ぶ,はこぶ,,hakobu,membawa,carry,verb
kegiatan,褒める,ほめる,,homeru,memuji,praise,verb
kegiatan,叫ぶ,さけぶ,,sakebu,berteriak,scream,verb

Sekolah,学校,がっこう,ガッコウ,gakkou,sekolah,school,tempat
Sekolah,小学校,しょうがっこう,ショウガッコウ,shougakkou,sekolah dasar,elementary school,tempat
Sekolah,中学校,ちゅうがっこう,チュウガッコウ,chuugakkou,sekolah menengah pertama,junior high school,tempat
Sekolah,高校,こうこう,コウコウ,koukou,sekolah menengah atas,high school,tempat
Sekolah,大学,だいがく,ダイガク,daigaku,universitas,university,tempat
Sekolah,教室,きょうしつ,キョウシツ,kyoushitsu,ruang kelas,classroom,tempat
Sekolah,図書館,としょかん,トショカン,toshokan,perpustakaan,library,tempat
Sekolah,体育館,たいいくかん,タイイクカン,taiikukan,gedung olahraga,gymnasium,tempat
Sekolah,校庭,こうてい,コウテイ,koutei,halaman sekolah,schoolyard,tempat
Sekolah,職員室,しょくいんしつ,ショクインシツ,shokuinshitsu,ruang guru,staff room,tempat
Sekolah,校長,こうちょう,コウチョウ,kouchou,kepala sekolah,principal,orang
Sekolah,先生,せんせい,センセイ,sensei,guru,teacher,orang
Sekolah,生徒,せいと,セイト,seito,murid,student,orang
Sekolah,学生,がくせい,ガクセイ,gakusei,siswa,student,orang
Sekolah,授業,じゅぎょう,ジュギョウ,jugyou,pelajaran,class/lesson,aktivitas
Sekolah,試験,しけん,シケン,shiken,ujian,exam,aktivitas
Sekolah,宿題,しゅくだい,シュクダイ,shukudai,pekerjaan rumah,homework,benda
Sekolah,教科書,きょうかしょ,キョウカショ,kyoukasho,buku pelajaran,textbook,benda
Sekolah,ノート,のーと,ノート,nooto,buku catatan,notebook,benda
Sekolah,ペン,ぺん,ペン,pen,pena,pen,benda
Sekolah,鉛筆,えんぴつ,エンピツ,enpitsu,pensil,pencil,benda
Sekolah,消しゴム,けしごむ,ケシゴム,keshigomu,penghapus,eraser,benda
Sekolah,定規,じょうぎ,ジョウギ,jougi,penggaris,ruler,benda
Sekolah,カバン,かばん,カバン,kaban,tas sekolah,bag,benda
Sekolah,机,つくえ,ツクエ,tsukue,meja,desk,benda
Sekolah,椅子,いす,イス,isu,kursi,chair,benda
Sekolah,黒板,こくばん,コクバン,kokuban,papan tulis,blackboard,benda
Sekolah,チョーク,ちょーく,チョーク,chooku,kapur,chalk,benda
Sekolah,ホワイトボード,ほわいとぼーど,ホワイトボード,howaitobo-do,papan putih,whiteboard,benda
Sekolah,教壇,きょうだん,キョウダン,kyoudan,podium guru,teacher’s podium,benda
Sekolah,窓,まど,マド,mado,jendela,window,benda
Sekolah,ドア,どあ,ドア,doa,pintu,door,benda
Sekolah,時計,とけい,トケイ,tokei,jam dinding,clock,benda
Sekolah,掃除,そうじ,ソウジ,souji,bersih-bersih,cleaning,aktivitas
Sekolah,校舎,こうしゃ,コウシャ,kousha,gedung sekolah,school building,tempat
Sekolah,校門,こうもん,コウモン,koumon,gerbang sekolah,school gate,tempat
Sekolah,体育,たいいく,タイイク,taiiku,olahraga,physical education,pelajaran
Sekolah,数学,すうがく,スウガク,suugaku,matematika,mathematics,pelajaran
Sekolah,理科,りか,リカ,rika,ilmu pengetahuan alam,science,pelajaran
Sekolah,社会,しゃかい,シャカイ,shakai,ilmu sosial,social studies,pelajaran
Sekolah,国語,こくご,コクゴ,kokugo,bahasa Jepang,Japanese language,pelajaran
Sekolah,英語,えいご,エイゴ,eigo,bahasa Inggris,English,pelajaran
Sekolah,音楽,おんがく,オンガク,ongaku,musik,music,pelajaran
Sekolah,美術,びじゅつ,ビジュツ,bijutsu,seni,art,pelajaran
Sekolah,クラブ活動,くらぶかつどう,クラブカツドウ,kurabu katsudou,kegiatan klub,club activity,aktivitas
Sekolah,図工,ずこう,ズコウ,zukou,keterampilan tangan,arts and crafts,pelajaran
Sekolah,体育祭,たいいくさい,タイイクサイ,taiikusai,festival olahraga,sports festival,acara
Sekolah,文化祭,ぶんかさい,ブンカサイ,bunkasai,festival budaya,cultural festival,acara
Mata Pelajaran,国語,こくご,コクゴ,kokugo,bahasa Jepang,Japanese language,pelajaran
Mata Pelajaran,英語,えいご,エイゴ,eigo,bahasa Inggris,English,pelajaran
Mata Pelajaran,数学,すうがく,スウガク,suugaku,matematika,mathematics,pelajaran
Mata Pelajaran,理科,りか,リカ,rika,ilmu pengetahuan alam,science,pelajaran
Mata Pelajaran,社会,しゃかい,シャカイ,shakai,ilmu sosial,social studies,pelajaran
Mata Pelajaran,歴史,れきし,レキシ,rekishi,sejarah,history,pelajaran
Mata Pelajaran,地理,ちり,チリ,chiri,geografi,geography,pelajaran
Mata Pelajaran,体育,たいいく,タイイク,taiiku,olahraga,physical education,pelajaran
Mata Pelajaran,音楽,おんがく,オンガク,ongaku,musik,music,pelajaran
Mata Pelajaran,美術,びじゅつ,ビジュツ,bijutsu,seni rupa,art,pelajaran
Mata Pelajaran,家庭科,かていか,カテイカ,kateika,tata boga,home economics,pelajaran
Mata Pelajaran,技術,ぎじゅつ,ギジュツ,gijutsu,teknik,technology,pelajaran
Mata Pelajaran,保健,ほけん,ホケン,hoken,kesehatan,health education,pelajaran
Mata Pelajaran,情報,じょうほう,ジョウホウ,jouhou,teknologi informasi,information technology,pelajaran
Mata Pelajaran,生物,せいぶつ,セイブツ,seibutsu,biologi,biology,pelajaran
Mata Pelajaran,化学,かがく,カガク,kagaku,kimia,chemistry,pelajaran
Mata Pelajaran,物理,ぶつり,ブツリ,butsuri,fisika,physics,pelajaran
Mata Pelajaran,経済,けいざい,ケイザイ,keizai,ekonomi,economics,pelajaran
Mata Pelajaran,政治,せいじ,セイジ,seiji,politik,politics,pelajaran
Mata Pelajaran,哲学,てつがく,テツガク,tetsugaku,filsafat,philosophy,pelajaran
Mata Pelajaran,書道,しょどう,ショドウ,shodou,kaligrafi Jepang,calligraphy,pelajaran
Mata Pelajaran,日本史,にほんし,ニホンシ,nihonshi,sejarah Jepang,Japanese history,pelajaran
Mata Pelajaran,世界史,せかいし,セカイシ,sekaishi,sejarah dunia,world history,pelajaran
Mata Pelajaran,現代文,げんだいぶん,ゲンダイブン,gendaibun,sastra modern,modern literature,pelajaran
Mata Pelajaran,古文,こぶん,コブン,kobun,sastra klasik,classical literature,pelajaran
Mata Pelajaran,漢文,かんぶん,カンブン,kanbun,teks klasik Cina,Chinese classics,pelajaran
Hobi,読書,どくしょ,ドクショ,dokusho,membaca buku,reading,hobi
Hobi,音楽,おんがく,オンガク,ongaku,mendengarkan musik,listening to music,hobi
Hobi,旅行,りょこう,リョコウ,ryokou,bepergian,traveling,hobi
Hobi,写真,しゃしん,シャシン,shashin,fotografi,photography,hobi
Hobi,映画,えいが,エイガ,eiga,menonton film,watching movies,hobi
Hobi,料理,りょうり,リョウリ,ryouri,memasak,cooking,hobi
Hobi,園芸,えんげい,エンゲイ,engei,berkebun,gardening,hobi
Hobi,絵を描く,えをかく,エヲカク,e o kaku,menggambar,drawing,hobi
Hobi,ゲーム,げーむ,ゲーム,geemu,bermain game,gaming,hobi
Hobi,スポーツ,すぽーつ,スポーツ,supootsu,olahraga,sports,hobi
Hobi,ジョギング,じょぎんぐ,ジョギング,jogingu,jogging,jogging,hobi
Hobi,サッカー,さっかー,サッカー,sakkaa,sepak bola,soccer,hobi
Hobi,バスケットボール,ばすけっとぼーる,バスケットボール,basukettobo-ru,bola basket,basketball,hobi
Hobi,テニス,てにす,テニス,tenisu,tenis,tennis,hobi
Hobi,サーフィン,さーふぃん,サーフィン,saafin,berselancar,surfing,hobi
Hobi,ダンス,だんす,ダンス,dansu,menari,dancing,hobi
Hobi,カラオケ,からおけ,カラオケ,karaoke,bernyanyi karaoke,karaoke,hobi
Hobi,手芸,しゅげい,シュゲイ,shugei,kerajinan tangan,handicraft,hobi
Hobi,登山,とざん,トザン,tozan,mendaki gunung,mountain climbing,hobi
Hobi,釣り,つり,ツリ,tsuri,memancing,fishing,hobi
Hobi,編み物,あみもの,アミモノ,amimono,merajut,knitting,hobi
Hobi,書道,しょどう,ショドウ,shodou,kaligrafi Jepang,calligraphy,hobi
Hobi,楽器,がっき,ガッキ,gakki,bermain alat musik,playing instruments,hobi
Hobi,ピアノ,ぴあの,ピアノ,piano,bermain piano,playing piano,hobi
Hobi,ギター,ぎたー,ギター,gitaa,bermain gitar,playing guitar,hobi
Hobi,旅行計画,りょこうけいかく,リョコウケイカク,ryokou keikaku,merencanakan perjalanan,trip planning,hobi

Arah,上,うえ,ウエ,ue,atas,above,posisi
Arah,下,した,シタ,shita,bawah,below,posisi
Arah,中,なか,ナカ,naka,di dalam,inside,posisi
Arah,外,そと,ソト,soto,di luar,outside,posisi
Arah,前,まえ,マエ,mae,di depan,in front,posisi
Arah,後ろ,うしろ,ウシロ,ushiro,di belakang,behind,posisi
Arah,右,みぎ,ミギ,migi,kanan,right,posisi
Arah,左,ひだり,ヒダリ,hidari,kiri,left,posisi
Arah,隣,となり,トナリ,tonari,di sebelah,next to,posisi
Arah,横,よこ,ヨコ,yoko,di samping,beside,posisi
Arah,間,あいだ,アイダ,aida,di antara,between,posisi
Arah,近く,ちかく,チカク,chikaku,di dekat,near,posisi
Arah,遠く,とおく,トオク,tooku,di jauh,far,posisi
Arah,向かい,むかい,ムカイ,mukai,berhadapan dengan,opposite,posisi
Arah,中央,ちゅうおう,チュウオウ,chuuou,pusat,center,posisi
Arah,周り,まわり,マワリ,mawari,sekitar,around,posisi
Arah,上側,うえがわ,ウエガワ,uegawa,bagian atas,upper side,posisi
Arah,下側,したがわ,シタガワ,shitagawa,bagian bawah,lower side,posisi
Arah,右側,みぎがわ,ミギガワ,migigawa,sisi kanan,right side,posisi
Arah,左側,ひだりがわ,ヒダリガワ,hidarigawa,sisi kiri,left side,posisi
Arah,内側,うちがわ,ウチガワ,uchigawa,bagian dalam,inner side,posisi
Arah,外側,そとがわ,ソトガワ,sotogawa,bagian luar,outer side,posisi
Arah,手前,てまえ,テマエ,temae,dekat/paling depan,near side,posisi
Arah,奥,おく,オク,oku,bagian dalam/depan sekali,inner/back side,posisi
Mata Angin,北,きた,キタ,kita,utara,north,mata angin
Mata Angin,南,みなみ,ミナミ,minami,selatan,south,mata angin
Mata Angin,東,ひがし,ヒガシ,higashi,timur,east,mata angin
Mata Angin,西,にし,ニシ,nishi,barat,west,mata angin
Mata Angin,北東,ほくとう,ホクトウ,hokutou,timur laut,northeast,mata angin
Mata Angin,北西,ほくせい,ホクセイ,hokusei,barat laut,northwest,mata angin
Mata Angin,南東,なんとう,ナントウ,nantou,tenggara,southeast,mata angin
Mata Angin,南西,なんせい,ナンセイ,nansei,barat daya,southwest,mata angin
Mata Angin,中央,ちゅうおう,チュウオウ,chuuou,tengah/pusat,center,mata angin
Arah,T方向,ほうこう,ホウコウ,houkou,arah,direction,konsep
Arah,位置,いち,イチ,ichi,posisi,position,konsep
Arah,方角,ほうがく,ホウガク,hougaku,arah mata angin,cardinal direction,konsep
Arah,向き,むき,ムキ,muki,arah hadap,orientation,konsep
Arah,上に,うえに,ウエニ,ue ni,di atas sesuatu,on top,posisi
Arah,下に,したに,シタニ,shita ni,di bawah sesuatu,under,posisi
Arah,前に,まえに,マエニ,mae ni,di depan sesuatu,in front of,posisi
Arah,後ろに,うしろに,ウシロニ,ushiro ni,di belakang sesuatu,behind,posisi
Arah,中に,なかに,ナカニ,naka ni,di dalam sesuatu,inside,posisi
Arah,外に,そとに,ソトニ,soto ni,di luar sesuatu,outside,posisi
Arah,右に,みぎに,ミギニ,migi ni,di sebelah kanan,to the right,posisi
Arah,左に,ひだりに,ヒダリニ,hidari ni,di sebelah kiri,to the left,posisi

Negara,日本,にほん,ニホン,nihon,Jepang,Japan,negara
Negara,アメリカ,あめりか,アメリカ,amerika,Amerika Serikat,United States,negara
Negara,イギリス,いぎりす,イギリス,igirisu,Inggris,United Kingdom,negara
Negara,フランス,ふらんす,フランス,furansu,Perancis,France,negara
Negara,ドイツ,どいつ,ドイツ,doitsu,Jerman,Germany,negara
Negara,イタリア,いたりあ,イタリア,itaria,Italia,Italy,negara
Negara,スペイン,すぺいん,スペイン,supein,Spanyol,Spain,negara
Negara,ポルトガル,ぽるとがる,ポルトガル,porutogaru,Portugal,Portugal,negara
Negara,ロシア,ろしあ,ロシア,roshia,Rusia,Russia,negara
Negara,中国,ちゅうごく,チュウゴク,chuugoku,Tiongkok,China,negara
Negara,韓国,かんこく,カンコク,kankoku,Korea Selatan,South Korea,negara
Negara,北朝鮮,きたちょうせん,キタチョウセン,kitachousen,Korea Utara,North Korea,negara
Negara,台湾,たいわん,タイワン,taiwan,Taiwan,Taiwan,negara
Negara,インド,いんど,インド,indo,India,India,negara
Negara,インドネシア,いんどねしあ,インドネシア,indoneshia,Indonesia,Indonesia,negara
Negara,マレーシア,まれーしあ,マレーシア,mareeshia,Malaysia,Malaysia,negara
Negara,シンガポール,しんがぽーる,シンガポール,shingapo-ru,Singapura,Singapore,negara
Negara,タイ,たい,タイ,tai,Thailand,Thailand,negara
Negara,フィリピン,ふぃりぴん,フィリピン,firipin,Filipina,Philippines,negara
Negara,ベトナム,べとなむ,ベトナム,betonamu,Vietnam,Vietnam,negara
Negara,カンボジア,かんぼじあ,カンボジア,kanbojia,Kamboja,Cambodia,negara
Negara,オーストラリア,おーすとらりあ,オーストラリア,ousutoraria,Australia,Australia,negara
Negara,ニュージーランド,にゅーじーらんど,ニュージーランド,nyu-ji-rando,Selandia Baru,New Zealand,negara
Negara,カナダ,かなだ,カナダ,kanada,Kanada,Canada,negara
Negara,メキシコ,めきしこ,メキシコ,mekishiko,Meksiko,Mexico,negara
Negara,ブラジル,ぶらじる,ブラジル,burajiru,Brasil,Brazil,negara
Negara,アルゼンチン,あるぜんちん,アルゼンチン,aruzenchin,Argentina,Argentina,negara
Negara,エジプト,えじぷと,エジプト,ejiputo,Mesir,Egypt,negara
Negara,南アフリカ,みなみあふりか,ミナミアフリカ,minami afurika,Afrika Selatan,South Africa,negara
Negara,トルコ,とるこ,トルコ,toruko,Turki,Turkey,negara
Negara,サウジアラビア,さうじあらびあ,サウジアラビア,saujia rabia,Arab Saudi,Saudi Arabia,negara
Negara,イスラエル,いすらえる,イスラエル,isuraeru,Israel,Israel,negara
Negara,イラン,いらん,イラン,iran,Iran,Iran,negara
Negara,イラク,いらく,イラク,iraku,Irak,Iraq,negara
Negara,ギリシャ,ぎりしゃ,ギリシャ,girisha,Yunani,Greece,negara
Negara,スイス,すいす,スイス,suizu,Swiss,Switzerland,negara
Negara,スウェーデン,すうぇーでん,スウェーデン,suwe-den,Swedia,Sweden,negara
Negara,ノルウェー,のるうぇー,ノルウェー,noruwe-,Norwegia,Norway,negara
Negara,フィンランド,ふぃんらんど,フィンランド,finrando,Finlandia,Finland,negara
Negara,デンマーク,でんまーく,デンマーク,denma-ku,Denmark,Denmark,negara
Negara,オランダ,おらんだ,オランダ,oranda,Belanda,Netherlands,negara
Negara,ベルギー,べるぎー,ベルギー,berugii,Belgia,Belgium,negara
Negara,ポーランド,ぽーらんど,ポーランド,po-rando,Polandia,Poland,negara
Negara,チェコ,ちぇこ,チェコ,cheko,Republik Ceko,Czech Republic,negara
Negara,ハンガリー,はんがりー,ハンガリー,hangarii,Hongaria,Hungary,negara
Negara,ウクライナ,うくらいな,ウクライナ,ukuraina,Ukraina,Ukraine,negara
Negara,アイルランド,あいるらんど,アイルランド,airurando,Irlandia,Ireland,negara
Negara,スコットランド,すこっとらんど,スコットランド,sukottorando,Skotlandia,Scotland,negara
Kata Sifat,大きい,おおきい,オオキイ,ookii,besar,big,i-adjective
Kata Sifat,小さい,ちいさい,チイサイ,chiisai,kecil,small,i-adjective
Kata Sifat,長い,ながい,ナガイ,nagai,panjang,long,i-adjective
Kata Sifat,短い,みじかい,ミジカイ,mijikai,pendek,short,i-adjective
Kata Sifat,高い,たかい,タカイ,takai,tinggi/mahal,tall/expensive,i-adjective
Kata Sifat,低い,ひくい,ヒクイ,hikui,pendek/rendah,short/low,i-adjective
Kata Sifat,新しい,あたらしい,アタラシイ,atarashii,baru,new,i-adjective
Kata Sifat,古い,ふるい,フルイ,furui,lama,old,i-adjective
Kata Sifat,良い,いい,イイ,ii,baik,good,i-adjective
Kata Sifat,悪い,わるい,ワルイ,warui,buruk,bad,i-adjective
Kata Sifat,暑い,あつい,アツイ,atsui,panas (cuaca),hot,i-adjective
Kata Sifat,寒い,さむい,サムイ,samui,dingin (cuaca),cold,i-adjective
Kata Sifat,熱い,あつい,アツイ,atsui,panas (benda),hot (object),i-adjective
Kata Sifat,冷たい,つめたい,ツメタイ,tsumetai,dingin (sentuhan),cold (touch),i-adjective
Kata Sifat,甘い,あまい,アマイ,amai,manis,sweet,i-adjective
Kata Sifat,辛い,からい,カライ,karai,pedas,spicy,i-adjective
Kata Sifat,塩辛い,しおからい,シオカライ,shiokarai,asin,salty,i-adjective
Kata Sifat,苦い,にがい,ニガイ,nigai,pahit,bitter,i-adjective
Kata Sifat,酸っぱい,すっぱい,スッパイ,suppai,asam,sour,i-adjective
Kata Sifat,きれい,きれい,キレイ,kirei,indah/bersih,beautiful/clean,na-adjective
Kata Sifat,汚い,きたない,キタナイ,kitanai,kotor,dirty,i-adjective
Kata Sifat,かわいい,かわいい,カワイイ,kawaii,lucu/cantik,cute,i-adjective
Kata Sifat,かっこいい,かっこいい,カッコイイ,kakkoii,keren/cool,cool,i-adjective
Kata Sifat,静か,しずか,シズカ,shizuka,tenang,quiet,na-adjective
Kata Sifat,にぎやか,にぎやか,ニギヤカ,nigiyaka,ramai,lively,na-adjective
Kata Sifat,便利,べんり,ベンリ,benri,praktis,convenient,na-adjective
Kata Sifat,不便,ふべん,フベン,fuben,tidak praktis,inconvenient,na-adjective
Kata Sifat,有名,ゆうめい,ユウメイ,yuumei,terkenal,famous,na-adjective
Kata Sifat,元気,げんき,ゲンキ,genki,sehat/bersemangat,healthy/energetic,na-adjective
Kata Sifat,親切,しんせつ,シンセツ,shinsetsu,baik hati,kind,na-adjective
Kata Sifat,大丈夫,だいじょうぶ,ダイジョウブ,daijoubu,baik-baik saja,okay,na-adjective
Kata Sifat,暇,ひま,ヒマ,hima,luang/free,free (time),na-adjective
Kata Sifat,上手,じょうず,ジョウズ,jouzu,pandai,skillful,na-adjective
Kata Sifat,下手,へた,ヘタ,heta,tidak pandai,unskillful,na-adjective
Kata Sifat,強い,つよい,ツヨイ,tsuyoi,kuat,strong,i-adjective
Kata Sifat,弱い,よわい,ヨワイ,yowai,lemah,weak,i-adjective
Kata Sifat,速い,はやい,ハヤイ,hayai,cepat,fast,i-adjective
Kata Sifat,遅い,おそい,オソイ,osoi,lama/lambat,slow,i-adjective
Kata Sifat,明るい,あかるい,アカルイ,akarui,cerah/ceria,bright/cheerful,i-adjective
Kata Sifat,暗い,くらい,クライ,kurai,gelap, dark,i-adjective
Kata Sifat,楽しい,たのしい,タノシイ,tanoshii,menyenangkan,fun,i-adjective
Kata Sifat,悲しい,かなしい,カナシイ,kanashii,sedih,sad,i-adjective
Kata Sifat,怖い,こわい,コワイ,kowai,menakutkan,scary,i-adjective
Kata Sifat,美しい,うつくしい,ウツクシイ,utsukushii,indah,beautiful,i-adjective
Kata Sifat,安い,やすい,ヤスイ,yasui,murah,cheap,i-adjective
Kata Sifat,高価,こうか,コウカ,kouka,mahal,expensive,na-adjective
Kata Sifat,短気,たんき,タンキ,tanki,emosional,short-tempered,na-adjective
Kata Sifat,真面目,まじめ,マジメ,majime,serius,serious,na-adjective
Kata Sifat,面白い,おもしろい,オモシロイ,omoshiroi,menarik,interesting,i-adjective
Kata Sifat,つまらない,つまらない,ツマラナイ,tsumaranai,membosankan,boring,i-adjective
Kata Sifat,広い,ひろい,ヒロイ,hiroi,luas,spacious,i-adjective
Kata Sifat,狭い,せまい,セマイ,semmai,sempit,narrow,i-adjective
Kata Sifat,深い,ふかい,フカイ,fukai,dalam,deep,i-adjective
Kata Sifat,浅い,あさい,アサイ,asai, dangkal,shallow,i-adjective
Kata Sifat,正しい,ただしい,タダシイ,tadashii,benar,correct,i-adjective
Kata Sifat,間違い,まちがい,マチガイ,machigai,salah,wrong,i-adjective
Kata Sifat,うるさい,うるさい,ウルサイ,urusai,berisik,noisy,i-adjective
Kata Sifat,静か,しずか,シズカ,shizuka,tenang,quiet,na-adjective
Kata Sifat,美味しい,おいしい,オイシイ,oishii,enak,delicious,i-adjective
Kata Sifat,まずい,まずい,マズイ,mazui,tidak enak,not tasty,i-adjective
Uchi,家,いえ,イエ,ie,rumah,house,noun
Uchi,部屋,へや,ヘヤ,heya,kamar,room,noun
Uchi,台所,だいどころ,ダイドコロ,daidokoro,dapur,kitchen,noun
Uchi,風呂,ふろ,フロ,furo,kamar mandi,bathroom,noun
Uchi,トイレ,といれ,トイレ,toire,toilet,toilet,noun
Uchi,庭,にわ,ニワ,niwa,taman,garden,noun
Uchi,玄関,げんかん,ゲンカン,genkan,pintu masuk,entrance,noun
Uchi,窓,まど,マド,mado,jendela,window,noun
Uchi,ドア,どあ,ドア,doa,pintu,door,noun
Uchi,天井,てんじょう,テンジョウ,tenjou,langit-langit,ceiling,noun
Uchi,床,ゆか,ユカ,yuka,lantai,floor,noun
Uchi,机,つくえ,ツクエ,tsukue,meja,desk,noun
Uchi,椅子,いす,イス,isu,kursi,chair,noun
